course_title,url,price,reviews,duration,Lectures,course level,subject
Complete Login and Registration System in PHP and MYSQL,https://www.udemy.com/login-and-registration-system-in-php-and-mysql-step-by-step/,200,149,4 hours,28,All Levels,Web Development
The Complete E-Commerce Web Developer Course 5.0,https://www.udemy.com/e-commerce-web-developer-course/,195,58,12.5 hours,96,All Levels,Web Development
HTML5 canvas Bootcamp for beginners 25 easy steps,https://www.udemy.com/html5-canvas-course-for-beginners/,120,30,2 hours,27,Beginner Level,Web Development
Advanced HTML5 Tutorial for Web Developers,https://www.udemy.com/advanced-html5-for-web-developers/,50,57,7.5 hours,57,All Levels,Web Development
Learn the Basics of Programming for Marketers,https://www.udemy.com/basic-programming-for-marketers/,55,43,3.5 hours,26,Beginner Level,Web Development
Css For Beginners,https://www.udemy.com/css-made-simple-for-beginners-learn-to-style-a-website-page/,85,13,2.5 hours,28,Beginner Level,Web Development
GRUNT js: Automate web development tasks and save your time,https://www.udemy.com/gruntjs-automate-web-development-tasks-and-save-your-time/,55,33,1.5 hours,18,All Levels,Web Development
Mastering Web and Mobile Debugging Using Chrome Dev Tools,https://www.udemy.com/mastering-web-and-mobile-debugging-using-chrome-dev-tools/,195,12,2 hours,21,All Levels,Web Development
HTML : Beginner Guide to HTML writing,https://www.udemy.com/html-beginner-guide/,20,20,37 mins,13,Beginner Level,Web Development
Build Web Apps Using EmberJS: The Complete Course,https://www.udemy.com/build-web-apps-using-emberjs-the-complete-course/,40,126,4.5 hours,31,All Levels,Web Development
SharePoint 2013 Development using C# - Part I,https://www.udemy.com/sharepoint2013development/,50,101,8.5 hours,119,All Levels,Web Development
SAP Crystal Reports with ASP.Net (Step by step),https://www.udemy.com/sap-crystalreports-for-beginners/,0,304,1 hour,5,Beginner Level,Web Development
Building Responsive Data Visualizations with D3 JS,https://www.udemy.com/building-responsive-data-visualizations-with-d3js/,85,59,2 hours,28,All Levels,Web Development
Learn Rails Programming in Less than 30 Minute - Lite,https://www.udemy.com/learn-rails-programming-in-less-than-30-minute-lite/,20,25,38 mins,7,All Levels,Web Development
SASS - Beginner Crash Course,https://www.udemy.com/sass-beginner-crash-course/,25,34,1 hour,13,Beginner Level,Web Development
Angular 2 Fundamentals for Web Developers,https://www.udemy.com/angular-2-fundamentals-for-web-developers/,40,61,6 hours,41,All Levels,Web Development
Easily Learn Web Development With Drop & Drag: OptimizePress,https://www.udemy.com/optimizepress/,20,9,2 hours,25,Beginner Level,Web Development
XML XSLT - Crash Course for Beginners,https://www.udemy.com/xml-xslt-crash-course-for-beginners/,45,4,1 hour,9,All Levels,Web Development
Create Your Own Successful Online School To Sell Courses,https://www.udemy.com/create-an-online-school-website-with-joomla/,95,14,2 hours,39,Beginner Level,Web Development
Flask Tutorial Step by Step,https://www.udemy.com/python-flask-tutorial-step-by-step/,0,171,2 hours,19,Intermediate Level,Web Development
Ruby on Rails a Beginners Guide ,https://www.udemy.com/ruby-on-rails-a-beginners-guide-free/,0,346,6.5 hours,88,Beginner Level,Web Development
Mastering Basic CSS Selectors.,https://www.udemy.com/mastering-basic-css-selectors/,0,23,3 hours,14,Beginner Level,Web Development
Create a Website Similar to Facebook from Scratch!,https://www.udemy.com/clone-facebook/,25,9,1.5 hours,12,All Levels,Web Development
Comprehensive TypeScript,https://www.udemy.com/typescript101/,125,78,4.5 hours,51,All Levels,Web Development
"Essential HTML, CSS & HTML5 Training",https://www.udemy.com/essential-html-css-html5-training/,50,35,5.5 hours,43,Beginner Level,Web Development
HTML 5 and CSS 3 - tricks and workarounds,https://www.udemy.com/html5-css3-tricks-and-workarounds/,80,10,5.5 hours,113,All Levels,Web Development
"How to Register a Domain, Set Up Hosting, and Edit Web Pages",https://www.udemy.com/register-domain-setup-hosting-create-web-page/,45,19,3 hours,39,Beginner Level,Web Development
WordPress Plugins Treasure Chest,https://www.udemy.com/best-wordpress-plugins-treasure-chest/,25,10,3 hours,44,Intermediate Level,Web Development
Practical Understanding of PHP and MySQL,https://www.udemy.com/practical-understanding-of-php-and-myqsl-demo/,0,217,5.5 hours,24,Beginner Level,Web Development
"AngularJS for Beginners, Single-Page Applications Made Easy",https://www.udemy.com/angularjs-tutorial/,200,46,1.5 hours,30,All Levels,Web Development
Building a Social Network in PHP & MySQL From Scratch,https://www.udemy.com/social-network-in-php-mysql/,50,125,14 hours,78,All Levels,Web Development
XML DOM - Crash Course for Beginners,https://www.udemy.com/xml-dom-crash-course-for-beginners/,45,6,34 mins,8,All Levels,Web Development
Create a Powerful Website with the Cool Bootstrap Framework,https://www.udemy.com/e107-tutorial-for-beginner-build-bootstrap-website/,0,41,4 hours,25,All Levels,Web Development
HTML5 and CSS3 -Start building beautiful websites,https://www.udemy.com/html5-and-css3-crash-course/,150,14,2.5 hours,22,All Levels,Web Development
Getting Started as a Web Developer,https://www.udemy.com/refactoru-getting-started-as-a-web-developer/,0,241,1 hour,15,Beginner Level,Web Development
Learn Laravel: Create Your Web App Step-By-Step,https://www.udemy.com/laravel-5-course-learn-php-laravel/,45,47,4 hours,35,All Levels,Web Development
Professional Web Scraping with Java,https://www.udemy.com/learn-web-scraping-with-java-in-just-1-hour/,50,37,1 hour,14,Intermediate Level,Web Development
3D Programming with WebGL and Babylon.js for Beginners,https://www.udemy.com/webgl-tutorial/,200,49,2 hours,18,Intermediate Level,Web Development
Learn to make a colorful one page website,https://www.udemy.com/learn-to-make-a-colorful-one-page-website/,200,16,34 mins,16,All Levels,Web Development
WordPress Plugin Tutorial,https://www.udemy.com/wordpress-plugin-tutorial/,40,8,34 mins,15,Beginner Level,Web Development
Introduction to HTML,https://www.udemy.com/refactoru-intro-html/,0,212,1.5 hours,18,Beginner Level,Web Development
Learn JavaScript From Scratch:Become Top Rated Web Developer,https://www.udemy.com/learnjsandbecometopratedwebdeveloper/,65,17,5 hours,87,All Levels,Web Development
"Installing Wordpress 4 - Installation, Registrars & Hosting",https://www.udemy.com/installing-wordpress-domain-registrars-and-web-hosting/,45,188,2.5 hours,28,Beginner Level,Web Development
Learn PHP Programming for Absolute Beginners,https://www.udemy.com/learn-php-programming-for-absolute-beginners/,35,78,2 hours,20,All Levels,Web Development
WordPress for Beginners 2017 + Google AdSense Implementation,https://www.udemy.com/wordpress-tutorial-for-beginners-and-google-adsense-implementation/,195,14,6.5 hours,64,All Levels,Web Development
JavaScript for beginners in 1 hour,https://www.udemy.com/learn-javascript-in-1-hour-and-create-a-game-in-javascript/,95,56,1 hour,22,Beginner Level,Web Development
HTML5 and CSS for Beginner To Expert,https://www.udemy.com/html5-and-css-for-beginner-to-expert/,20,15,4.5 hours,48,All Levels,Web Development
Become a Kick-Ass Web Developer: From Newbie to Pro,https://www.udemy.com/become-a-web-developer/,200,44,48.5 hours,353,All Levels,Web Development
Django Tutorial: Build Your First App Fast & Free! ,https://www.udemy.com/create-your-first-django-website-fast-free/,20,180,2.5 hours,27,Beginner Level,Web Development
Create a social network using PHP Mysqli HTML Css and JQuery,https://www.udemy.com/create-a-social-network-using-php-mysqli-html-css-and-jquery/,40,17,6 hours,27,Intermediate Level,Web Development
PHP - Send and Receive Mobile Text Messages (SMS),https://www.udemy.com/php-send-and-receive-mobile-text-messages-sms/,50,81,1.5 hours,18,All Levels,Web Development
Complete PHP Course with OOP Start to Finish!,https://www.udemy.com/complete-object-oriented-programming-in-php-start-to-finish/,200,54,2 hours,29,All Levels,Web Development
Coding Made Easy: HTML & CSS For Beginners,https://www.udemy.com/coding-made-easy-html-css-for-beginners/,40,92,1.5 hours,16,Beginner Level,Web Development
WordPress Security - The Ultimate Security Guide,https://www.udemy.com/wordpress-the-ultimate-security-guide/,60,17,1.5 hours,29,All Levels,Web Development
How to Make a Single Page Website for Freelancers & Agencies,https://www.udemy.com/how-to-make-a-portfolio-website-for-freelancers-agencies/,0,283,1.5 hours,30,All Levels,Web Development
Learn to Use jQuery UI Widgets,https://www.udemy.com/learn-to-use-jquery-ui-widgets/,0,521,1 hour,9,Beginner Level,Web Development
Learn to Create Responsive Layouts in 30 Minutes,https://www.udemy.com/learn-to-create-responsive-layouts-in-30-minutes/,0,174,30 mins,6,Beginner Level,Web Development
Web Building Starter Pack. Html Css and JQuery Animations,https://www.udemy.com/web-building-starter-pack-html-css-and-jquery-animations/,30,16,7.5 hours,42,All Levels,Web Development
Getting Started with Angular 2+,https://www.udemy.com/getting-started-with-angular-2/,0,401,2 hours,14,Beginner Level,Web Development
Intro to PHP Web Application Development with Symfony,https://www.udemy.com/symfony-development/,200,72,1.5 hours,20,Beginner Level,Web Development
Learn OAuth 2.0 - Theory and Hands On,https://www.udemy.com/learn-oauth-20-theory-and-hands-on/,145,69,3 hours,21,All Levels,Web Development
Learning CSS3 - A Comprehensive Tutorial For Web Developers,https://www.udemy.com/learning-css3/,50,107,8 hours,101,All Levels,Web Development
Professional WordPress Theme Development from Scratch,https://www.udemy.com/photoshop-psd-to-wordpress-theme-development-from-scratch/,200,173,25.5 hours,301,All Levels,Web Development
PHP Zend Framework 1.11:Creating a CRUD Application,https://www.udemy.com/zend-framework-111creating-a-crud-application/,40,5,35 mins,7,All Levels,Web Development
Write quicker HTML5 and CSS 3; productivity hacks with emmet,https://www.udemy.com/write-quicker-html5-and-css-3-productivity-hacks-with-emmet/,0,286,1.5 hours,15,All Levels,Web Development
The Ultimate jQuery Course,https://www.udemy.com/essential-jquery-training/,20,15,2.5 hours,54,All Levels,Web Development
Build an Advanced Single Page with Bootstrap & WordPress,https://www.udemy.com/single-page-design-with-bootstrap-css-html5-js-parallax/,95,75,6 hours,77,Intermediate Level,Web Development
Master all PHP ideas 2017 to build any project,https://www.udemy.com/master-all-php-ideas-2017-to-build-any-project/,50,19,3 hours,49,Beginner Level,Web Development
A Beginner's Guide to the Meteor JavaScript Framework,https://www.udemy.com/meteorjs/,50,132,2 hours,40,Beginner Level,Web Development
Create an E-commerce website without any coding,https://www.udemy.com/create-an-e-commerce-website-without-any-coding/,20,40,31 mins,9,All Levels,Web Development
Learn To Build Apps Using Play Framework,https://www.udemy.com/learn-to-build-apps-using-play-framework/,40,69,5.5 hours,23,All Levels,Web Development
Introducing Ionic 2,https://www.udemy.com/introducing-ionic-2/,50,78,1.5 hours,22,Beginner Level,Web Development
Learn Laravel with Database Migration & Seeding & Faker,https://www.udemy.com/laravel-53-migra-migration-seeding-faker-tinker/,20,14,1 hour,7,All Levels,Web Development
Create a Client Network by Hosting WordPress Sites,https://www.udemy.com/create-a-client-network-by-hosting-wordpress-sites/,35,8,1 hour,17,Intermediate Level,Web Development
Introduction to PHP Slim Microframework,https://www.udemy.com/introduction-to-php-slim-microframework/,20,19,1 hour,11,Intermediate Level,Web Development
ASP :basics for beginners,https://www.udemy.com/asp-basics-for-beginners/,35,7,1 hour,8,All Levels,Web Development
"WordPress Development With NodeJS, Gulp, Composer & More",https://www.udemy.com/wordpress-development-with-nodejs-gulpjs-composer-sass-more/,25,30,4 hours,30,Intermediate Level,Web Development
Become PHP Facebook Developer: Password-Less Authentication,https://www.udemy.com/php-facebook-developer-password-less-authentication/,195,8,4 hours,37,All Levels,Web Development
How To Create Your Very First Website With HTML and CSS,https://www.udemy.com/how-to-create-a-website-with-html-and-css/,100,196,2 hours,37,Beginner Level,Web Development
Learn JSON for beginners with JavaScript,https://www.udemy.com/json-javascript-course/,200,10,1.5 hours,23,Beginner Level,Web Development
Ultimate guide to Social Media Web development integration ,https://www.udemy.com/ultimate-guide-to-social-media-web-development-integration/,200,13,2.5 hours,36,All Levels,Web Development
A Complete Laravel basics from beginner to expert,https://www.udemy.com/learn-laravel-from-beginner-to-expert/,25,61,1.5 hours,12,All Levels,Web Development
JQuery Basics - Learn JQuery From Scratch,https://www.udemy.com/jquery-basics-learn-jquery-from-scratch/,100,24,1 hour,18,Beginner Level,Web Development
Learn MeteorJS By Building 10 Real World Projects,https://www.udemy.com/learn-meteorjs-by-building-10-real-world-projects/,50,221,15 hours,79,All Levels,Web Development
JavaScript Basics for Beginners Introduction to coding,https://www.udemy.com/learn-javascript-for-beginners-introduction-to-coding-course/,150,52,1.5 hours,18,Beginner Level,Web Development
AngularJS Masterclass - Deep Dive & Understand AngularJS,https://www.udemy.com/angularjs-masterclass/,100,309,6 hours,85,All Levels,Web Development
HTML5 for beginners,https://www.udemy.com/html-complete-html-course-for-beginners/,195,59,5 hours,59,Beginner Level,Web Development
All in one HTML CSS and JQuery,https://www.udemy.com/all-in-one-html-css-and-jquery/,20,35,3 hours,16,All Levels,Web Development
Responsive Design with NEW Materialize,https://www.udemy.com/responsive-design-with-new-google-materialize/,75,88,1.5 hours,36,All Levels,Web Development
Create a Responsive Business Website with WordPress,https://www.udemy.com/creating-a-business-website-with-a-responsive-design/,95,73,5.5 hours,38,All Levels,Web Development
PHP webservices,https://www.udemy.com/php-webservices/,30,25,34 mins,8,All Levels,Web Development
JavaScript Promises: Applications in ES6 and AngularJS,https://www.udemy.com/javascript-promises-applications-in-es6-and-angularjs/,75,52,2.5 hours,20,Beginner Level,Web Development
Learn to build 20 websites and build 14 iOS9 apps with swift,https://www.udemy.com/learn-to-build-20-websites-and-build-14-ios9-apps-with-swift/,40,9,22.5 hours,458,All Levels,Web Development
